LAD19CD,2020,2025,2030,2035,2040,2045,2050
E06000001,0.0,0.0028300657396824,0.0214536673420708,0.0659922820492388,0.1157949447041782,0.1493412994570517,0.1530866043184464
E06000002,0.0,0.0029583512746802,0.0215157592132268,0.0659669397640084,0.1155319675077241,0.1490589685291219,0.1528374354407355
E06000003,0.0,0.0032578753045924,0.0223402477308613,0.0672473416140692,0.1170870583247706,0.1506070067323263,0.154405395490762
E06000004,0.0,0.0028213995528016,0.0215232317742334,0.0663022409084964,0.1164476493766499,0.1502322477828744,0.1539854885446705
E06000005,0.0,0.0032132309722162,0.0220700026499918,0.0664864867337994,0.1157259584315328,0.1488617586830398,0.1526353660813184
E06000006,0.0,0.0028410337901584,0.0218383909034132,0.0661877578081374,0.1151786396467782,0.1475403703995694,0.1508861065011981
E06000007,0.0,0.0028611498407471,0.0218287833830255,0.0662353015718024,0.1152696510938023,0.1477349522997848,0.151099116727013
E06000008,0.0,0.0029316099976755,0.0218681877946507,0.0659997110640148,0.1146224188692952,0.1467718812169222,0.1501078359817632
E06000009,0.0,0.0033691398741952,0.0219768023117056,0.0656643211832005,0.1133149202947114,0.1453682451707538,0.1488582712037328
E06000010,0.0,0.0028501439011607,0.0215225623076553,0.0660217150574814,0.1157687982215658,0.1492423354188301,0.153080109575676
E06000011,0.0,0.004393338467321,0.0245251517345895,0.0692911434306919,0.1178155458890063,0.150042330202805,0.1539078023031618
E06000012,0.0,0.0030631290650377,0.0220274588947901,0.0743536058033358,0.1345399808057408,0.1779256067377025,0.181663870623588
E06000013,0.0,0.003890720877857,0.0237790915835709,0.0763141957428355,0.136010291992542,0.1787270295343261,0.1825050227902614
E06000014,0.0,0.0034713019543537,0.0223239644025823,0.0668868419033215,0.1160619435673378,0.1494075049573759,0.1532453136183026
E06000015,0.0,0.0027277001430197,0.0197214075451583,0.0786182787973402,0.1504177364706976,0.2070373757742832,0.2121961625231352
E06000016,0.0,0.0028905190867359,0.019756666309716,0.0775542289048508,0.1477921037608039,0.2031912221246011,0.2083808010619628
E06000017,0.0,0.0043405083574621,0.0231360361746323,0.0814164162017746,0.1507097911276089,0.2045570211547638,0.2097967352219518
E06000018,0.0,0.0027832500640787,0.0194699505603578,0.0770210383568616,0.1470618284017804,0.2023421704730512,0.2075022207939975
E06000019,0.0,0.0060924308916982,0.026417187626367,0.0829654756601457,0.1478716157423818,0.1975570177318306,0.2027947820436686
E06000020,0.0,0.0027300100984889,0.0201367110351808,0.0796054969875086,0.1522343795452544,0.2092150677293757,0.2143662251806858
E06000021,0.0,0.0027054888842946,0.0198277283428545,0.0788586324556478,0.1508750894663664,0.207538951744113,0.2126767230927358
E06000022,0.0,0.0035276504249563,0.0210934447087311,0.0788876827161418,0.1483453608601463,0.2028526538598871,0.2080162417812183
E06000023,0.0,0.0030742994785752,0.0199768161181041,0.0777568160321508,0.1477252775761612,0.2030191038939279,0.2082460550435116
E06000024,0.0,0.0033055348765255,0.0208902177991804,0.0793781381114687,0.1500306458027654,0.2054700695468387,0.2106521006141674
E06000025,0.0,0.0034725360527983,0.0212086445901697,0.079554565529926,0.1497977113989743,0.2048440497296545,0.2100198799385872
E06000026,0.0,0.0027113728969072,0.0196943195959155,0.0785830265902051,0.1503927588117446,0.2070159660372799,0.2121704845147249
