GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
Aberthaw,1.141923508,1.142019488,1.142165954,1.142254201,1.142374578,1.142425493,1.142419036,1.142427946,1.142439945,1.142451532,1.142456689,1.142456553,1.142452057,1.142446094,1.142534687,1.144314628,1.146723604,1.149453644,1.152388326,1.155521321,1.158852165,1.162408559,1.166142339,1.170052596,1.174127334,1.178359356,1.182733585,1.187237784,1.191857302,1.196570473,
Abham,1.828630147,1.828783845,1.82901839,1.829159706,1.829352472,1.829434006,1.829423665,1.829437934,1.829457149,1.829475703,1.829483961,1.829483743,1.829476543,1.829466995,1.829608863,1.83245919,1.836316827,1.840688602,1.845388083,1.850405135,1.855739013,1.86143408,1.867413203,1.87367493,1.880200052,1.886977041,1.893981755,1.901194597,1.908592106,1.916139588,
Acton Lane 66kV,0.225928454,0.225947443,0.225976421,0.225993881,0.226017698,0.226027771,0.226026493,0.226028256,0.22603063,0.226032923,0.226033943,0.226033916,0.226033027,0.226031847,0.226049375,0.226401535,0.226878148,0.227418284,0.227998908,0.228618768,0.229277772,0.229981401,0.230720126,0.231493766,0.232299949,0.233137251,0.234002688,0.234893839,0.235807806,0.236740303,
Alness,0.077240497,0.077246989,0.077256896,0.077262865,0.077271008,0.077274452,0.077274015,0.077274618,0.077275429,0.077276213,0.077276562,0.077276553,0.077276248,0.077275845,0.077281838,0.077402234,0.077565179,0.077749841,0.077948345,0.078160263,0.078385563,0.07862612,0.078878676,0.079143168,0.079418786,0.079705043,0.080000919,0.080305586,0.080618053,0.080936856,
Alverdiscott,0.92783216,0.927910146,0.928029152,0.928100854,0.928198663,0.928240032,0.928234785,0.928242025,0.928251774,0.928261189,0.928265379,0.928265268,0.928261615,0.92825677,0.928328753,0.929774986,0.93173232,0.933950523,0.936335002,0.938880614,0.94158698,0.944476611,0.94751037,0.95068752,0.953998314,0.957436903,0.960991038,0.964650776,0.968404213,0.972233744,
Arbroath,1.525499816,1.525628036,1.5258237,1.525941591,1.526102403,1.52617042,1.526161793,1.526173697,1.526189727,1.526205206,1.526212095,1.526211913,1.526205906,1.526197941,1.526316292,1.528694123,1.531912283,1.535559352,1.539479805,1.543665185,1.548114871,1.552865872,1.557853841,1.563077568,1.568521026,1.5741746,1.580018148,1.586035325,1.592206556,1.598502899,
Ardmore,0.228824972,0.228844205,0.228873555,0.228891239,0.22891536,0.228925563,0.228924269,0.228926055,0.228928459,0.228930781,0.228931814,0.228931787,0.228930886,0.228929691,0.228947444,0.229304118,0.229786842,0.230333903,0.230921971,0.231549778,0.232217231,0.232929881,0.233678076,0.234461635,0.235278154,0.23612619,0.237002722,0.237905299,0.238830983,0.239775435,
Axminster,2.049760035,2.049932319,2.050195226,2.050353631,2.050569709,2.050661102,2.05064951,2.050665505,2.050687043,2.050707842,2.050717098,2.050716854,2.050708783,2.05069808,2.050857104,2.054052111,2.058376239,2.063276677,2.06854445,2.074168197,2.080147082,2.086530833,2.093232991,2.100251928,2.107566109,2.115162616,2.123014385,2.131099452,2.139391516,2.147851689,
Ayr,0.00072413,0.000724191,0.000724283,0.000724339,0.000724416,0.000724448,0.000724444,0.00072445,0.000724457,0.000724464,0.000724468,0.000724468,0.000724465,0.000724461,0.000724517,0.000725646,0.000727174,0.000728905,0.000730766,0.000732752,0.000734865,0.00073712,0.000739488,0.000741967,0.000744551,0.000747235,0.000750009,0.000752865,0.000755794,0.000758783,
Barking,0.960678682,0.960759428,0.960882647,0.960956888,0.961058159,0.961100993,0.96109556,0.961103056,0.961113151,0.961122899,0.961127237,0.961127122,0.96112334,0.961118324,0.961192855,0.962690286,0.964716912,0.967013643,0.969482536,0.972118265,0.974920441,0.977912368,0.981053527,0.984343152,0.987771152,0.991331473,0.995011429,0.998800727,1.00268704,1.006652142,
