GSP,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BICF_1,194.4,194.4,194.4,194.4,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5
BIRK_1,90.0,90.0,90.0,90.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
BLYTB1,41.5,41.5,41.5,41.5,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7
BRFO_1,12.0,12.0,12.0,12.0,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9
CAIF_P,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6,79.6
CANTN1,143.3,143.3,143.3,143.3,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4,154.4
CONQA1,90.0,90.0,90.0,90.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
Direct(NGET),10620.4,11060.4,11660.4,14720.4,16640.4,18019.4,19421.4,24212.4,30637.4,31497.4,32717.4,32627.4,41827.4,43777.4,45223.4,47881.5,47881.5,49981.5,50881.5,50881.5,51781.5,52681.5,53581.5,54481.5,54481.5,54481.5,54481.5,54481.5,54481.5,54481.5
Direct(SHETL),2658.5,2658.5,2658.5,3458.5,3458.5,3458.5,3458.5,4768.5,6518.5,8518.5,11018.5,15518.5,16018.5,16018.5,16518.5,17018.5,17018.5,17518.5,18018.5,18018.5,18018.5,18018.5,18018.5,18018.5,18018.5,18018.5,18018.5,18018.5,18018.5,18018.5
Direct(SPTL),150.0,1528.0,2028.0,2028.0,2028.0,3178.0,4328.0,6328.0,6328.0,6328.0,9978.0,9978.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0,13578.0
LACK_6,62.1,62.1,62.1,62.1,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9
LEVE,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
NORM_1,60.0,60.0,60.0,60.0,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7
PENT_1,60.0,60.0,60.0,60.0,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7
