GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
Direct(NGET),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Direct(NGET),226.5,226.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,186.5,128.5,128.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,
Direct(SHETL),22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,
Direct(SHETL),12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Direct(SHETL),16.0,16.0,16.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,65.0,65.0,65.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Willesden 132kV,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aberthaw,18.56396958,18.50744604,18.50730961,18.50730961,18.0072743,17.05850335,15.41336671,12.89572645,9.375832599,7.042516401,7.042516401,6.841956536,5.163802564,1.586469463,0.068217641,,,,,,,,,,,,,,,,
Abham,36.52412162,36.41291305,36.41264462,36.41264462,35.42883831,33.56215642,30.32539339,25.37200242,18.44670391,13.85596569,13.85596569,13.46136943,10.15964566,3.121336918,0.134216414,,,,,,,,,,,,,,,,
Amersham Main,6.839357213,6.818532753,6.818482487,6.818482487,6.634258952,6.284711759,5.678608788,4.751057112,3.454254115,2.594611306,2.594611306,2.520720829,1.902453576,0.584488749,0.025132815,,,,,,,,,,,,,,,,
Axminster,1.916974122,1.911137323,1.911123234,1.911123234,1.859488009,1.761514924,1.59163292,1.331653436,0.968178082,0.727232483,0.727232483,0.706522038,0.53323056,0.163823847,0.007044369,,,,,,,,,,,,,,,,
Barking West,25.55183855,25.47403836,25.47385057,25.47385057,24.78559144,23.47968313,21.21528243,17.74994937,12.90509338,9.693467838,9.693467838,9.417413018,7.107566561,2.183649968,0.093896197,,,,,,,,,,,,,,,,
Beddington (_J),6.276575819,6.257464915,6.257418785,6.257418785,6.088354215,5.767569763,5.211340408,4.360112984,3.170018348,2.381111861,2.381111861,2.313301515,1.745908825,0.536393675,0.023064744,,,,,,,,,,,,,,,,
